title,year,runtime,genre_1,genre_2,director,score,user_ratings,budget,revenue
Peppermint Candy,2000,131,Drama,,Lee Chang-dong,75,309,-,-
I Can't Think Straight,2008,82,Drama,Romance,Shamim Sarif,75,334,-,"$40,945"
Gaslight,1944,114,Thriller,Drama,George Cukor,75,592,"$2,068,000",-
How to Steal a Million,1966,123,Comedy,Crime,William Wyler,75,682,"$6,400,000","$4,400,000"
About Fate,2022,99,Romance,Comedy,Maryus  Vaysberg,75,546,-,"$504,843"
Kedi,2017,79,Documentary,,Ceyda Torun,75,374,-,"$5,037,923"
Indie Game: The Movie,2012,103,Documentary,Drama,Lisanne Pajot,75,499,-,-
Black Narcissus,1947,100,Drama,,Emeric Pressburger,75,572,"$1,200,000",-
No Man's Land,2001,98,Action,History,Danis Tanović,75,519,"$1,012,153","$4,858,869"
Sabrina,1954,114,Comedy,Romance,Billy Wilder,75,1392,"$2,239,000","$10,000,000"
Control,2007,122,Drama,,Anton Corbijn,75,964,"$5,000,000","$8,200,000"
A Perfect World,1993,138,Drama,Crime,Clint Eastwood,75,1920,"$30,000,000","$135,100,000"
Almost Famous,2000,124,Drama,Music,Cameron Crowe,75,3221,"$60,000,000","$47,386,287"
My Policeman,2022,113,Drama,Romance,Michael Grandage,75,789,-,-
The Good Lie,2014,110,Drama,,Philippe Falardeau,75,620,"$20,000,000","$3,396,345"
Batman: Mask of the Phantasm,1993,76,Animation,Crime,Bruce Timm,75,1291,"$6,000,000","$5,617,391"
My Cousin Vinny,1992,119,Comedy,Drama,Jonathan Lynn,75,1975,"$11,000,000","$64,088,552"
Letters from Iwo Jima,2006,141,Action,Drama,Clint Eastwood,75,2390,"$19,000,000","$68,673,228"
Bride of Frankenstein,1935,75,Horror,Science Fiction,James Whale,75,1138,"$393,750","$2,000,000"
Hero,2002,99,Drama,Adventure,Zhang Yimou,75,2586,"$31,000,000","$177,394,432"
Mission: Impossible - Dead Reckoning Part One,2023,164,Action,Adventure,Christopher McQuarrie,75,5357,"$220,000,000","$571,125,435"
Sorry If I Call You Love,2014,105,Romance,Drama,Joaquín Llamas,75,544,-,-
Escape from Alcatraz,1979,113,Drama,Thriller,Don Siegel,75,3274,"$8,000,000","$43,004,381"
The Thin Man,1934,91,Comedy,Mystery,W.S. Van Dyke,75,554,"$226,408","$1,423,000"
The Magnificent Seven,1960,128,Western,Action,John Sturges,75,2049,"$2,000,000","$19,500,000"
Hercules,1997,93,Animation,Family,John Musker,75,8096,"$85,000,000","$252,712,101"
Beauty and the Beast,1946,96,Drama,Fantasy,Jean Cocteau,75,688,-,-
"One, Two, Three",1961,109,Comedy,,Billy Wilder,75,435,"$3,000,000","$4,000,000"
Walk the Line,2005,136,Drama,Music,James Mangold,75,3215,"$28,000,000","$186,800,000"
My Dinner with Andre,1981,112,Drama,Comedy,Louis Malle,75,478,"$475,000","$5,250,000"
A Grand Day Out,1990,24,Family,Animation,Nick Park,75,1034,"$17,300","$40,118"
The Name of the Rose,1986,130,Drama,Thriller,Jean-Jacques Annaud,75,3396,"$18,000,000","$77,200,000"
The Asphalt Jungle,1950,113,Crime,Drama,John Huston,75,548,"$1,232,000",-
In Bruges,2008,108,Comedy,Drama,Martin McDonagh,75,5962,"$15,000,000","$34,533,783"
Ghostbusters,1984,105,Comedy,Fantasy,Ivan Reitman,75,9981,"$30,000,000","$296,640,120"
The Conversation,1974,115,Crime,Drama,Francis Ford Coppola,75,2106,"$1,600,000","$4,794,457"
Johnny Got His Gun,1971,112,War,Drama,Dalton Trumbo,75,427,"$1,000,000",-
Men of Honor,2000,129,Drama,,George Tillman Jr.,75,2578,"$32,000,000","$82,300,000"
Back to the Future Part III,1990,119,Adventure,Comedy,Robert Zemeckis,75,11804,"$40,000,000","$244,527,583"
Before Midnight,2013,109,Romance,Drama,Richard Linklater,75,2786,"$3,000,000","$11,176,469"
Bāhubali 2: The Conclusion,2017,167,Action,Adventure,S. S. Rajamouli,75,882,"$31,000,000","$280,700,000"
Thesis,1996,125,Horror,Thriller,Alejandro Amenábar,75,981,-,"$2,647,055"
Head-On,2004,122,Drama,Romance,Fatih Akin,75,646,-,"$11,030,861"
The Fallout,2021,96,Drama,,Megan Park,75,1332,-,-
Tell It to the Bees,2019,106,Romance,Drama,Annabel Jankel,75,478,-,-
One Piece Film: Z,2012,108,Animation,Fantasy,Tatsuya Nagamine,75,574,-,"$74,223,861"
The French Connection,1971,104,Action,Crime,William Friedkin,75,2203,"$1,800,000","$41,200,000"
South Park: Joining the Panderverse,2023,49,Animation,Comedy,Trey Parker,75,300,-,-
Boyhood,2014,165,Drama,,Richard Linklater,75,5634,"$4,000,000","$48,137,666"
Shadow of a Doubt,1943,107,Thriller,Mystery,Alfred Hitchcock,75,1188,-,-
Devdas,2002,185,Drama,Romance,Sanjay Leela Bhansali,75,390,"$6,663,555","$13,311,117"
Buena Vista Social Club,1999,105,Documentary,Music,Wim Wenders,75,384,-,-
Our Hospitality,1923,73,Comedy,Romance,John G. Blystone,75,327,-,-
To All the Boys: Always and Forever,2021,114,Romance,Comedy,Michael Fimognari,75,2091,-,-
Instant Family,2018,118,Comedy,Drama,Sean Anders,75,3300,"$48,000,000","$121,000,000"
All Three of Us,2015,102,Drama,Comedy,Kheiron,75,505,-,-
The Book Thief,2013,131,Drama,,Brian Percival,75,4580,"$19,000,000","$76,586,316"
Prison Break: The Final Break,2009,89,Action,Drama,Brad Turner,75,749,-,-
Bonnie and Clyde,1967,111,Crime,Drama,Arthur Penn,75,1847,"$2,500,000","$70,000,000"
Mulan: Rise of a Warrior,2009,115,Adventure,Drama,Jingle Ma Choh-Sing,75,459,"$12,000,000","$13,380,561"
The Man Who Would Be King,1975,129,Adventure,Drama,John Huston,75,735,"$8,000,000","$12,678"
A Star Is Born,2018,136,Music,Drama,Bradley Cooper,75,12382,"$36,000,000","$436,388,866"
Glory,1989,122,Drama,History,Edward Zwick,75,1867,"$18,000,000","$26,800,000"
Work It,2020,93,Comedy,Music,Laura Terruso,75,1229,-,-
The Greatest Beer Run Ever,2022,127,Drama,Comedy,Peter Farrelly,75,941,"$2,800,000",-
Deadpool 2,2018,120,Action,Comedy,David Leitch,75,19636,"$110,000,000","$785,896,632"
"McFarland, USA",2015,128,Drama,Family,Niki Caro,75,971,"$17,200,000","$45,710,059"
For the Birds,2000,4,Animation,Family,Ralph Eggleston,75,1341,-,-
The Wave,2008,107,Drama,Thriller,Dennis Gansel,75,3689,"$7,500,000","$32,350,637"
The Fugitive,1993,131,Action,Thriller,Andrew Davis,75,4945,"$44,000,000","$368,875,760"
The Rules of the Game,1939,110,Drama,Comedy,Jean Renoir,75,678,"$8,850,000","$273,520"
Rebel Without a Cause,1955,111,Drama,,Nicholas Ray,75,1816,"$1,500,000","$4,500,000"
BlacKkKlansman,2018,136,Crime,Comedy,Spike Lee,75,8259,"$15,000,000","$93,411,426"
Paddington 2,2017,104,Adventure,Comedy,Paul King,75,2890,"$40,000,000","$290,132,513"
The 36th Chamber of Shaolin,1978,116,Action,Adventure,Lau Kar-leung,75,518,-,-
After Hours,1985,97,Comedy,Thriller,Martin Scorsese,75,1828,"$4,500,000","$10,609,321"
I Lost My Body,2019,81,Animation,Drama,Jérémy Clapin,75,1364,-,-
Carol,2015,118,Romance,Drama,Todd Haynes,75,4033,"$11,800,000","$40,272,135"
All About Lily Chou-Chou,2001,146,Drama,Crime,Shunji Iwai,75,318,"$1,250,000","$6,776,921"
The Innocents,1961,100,Horror,Mystery,Jack Clayton,75,687,"$430,000","$1,200,000"
The Bourne Identity,2002,119,Action,Mystery,Doug Liman,75,10375,"$60,000,000","$214,034,224"
Fatherhood,2021,109,Drama,Comedy,Paul Weitz,75,1568,-,-
About Elly,2009,119,Drama,,Asghar Farhadi,75,564,-,-
Peaceful Warrior,2006,120,Drama,,Victor Salva,75,502,-,-
The Great Silence,1968,107,Western,Drama,Sergio Corbucci,75,472,-,"$500,000"
Shang-Chi and the Legend of the Ten Rings,2021,132,Action,Adventure,Destin Daniel Cretton,75,10718,"$150,000,000","$432,243,292"
"Oslo, August 31st",2011,95,Drama,,Joachim Trier,75,530,-,"$1,481,665"
Scott Pilgrim vs. the World,2010,113,Action,Comedy,Edgar Wright,75,8857,"$73,000,000","$51,825,248"
Operation Y and Other Shurik's Adventures,1965,95,Comedy,,Leonid Gaidai,75,524,-,-
The Double Life of Véronique,1991,98,Drama,Fantasy,Krzysztof Kieślowski,75,914,-,"$1,999,955"
Dawn of the Dead,1978,127,Horror,Science Fiction,George A. Romero,75,2372,"$640,000","$55,000,000"
Eyes Wide Shut,1999,159,Drama,Thriller,Stanley Kubrick,75,7287,"$65,000,000","$162,517,900"
Sidewalls,2011,94,Drama,Romance,Gustavo Taretto,75,321,"$11,000,000","$2,140"
You Can't Take It with You,1938,126,Comedy,Romance,Frank Capra,75,464,"$1,640,000","$7,433,101"
Barbie as The Princess & the Pauper,2004,86,Animation,Family,William Lau,75,1555,-,-
Band of Outsiders,1964,97,Crime,Drama,Jean-Luc Godard,75,621,"$120,000","$182,857"
Veer-Zaara,2004,192,Drama,Romance,Yash Chopra,75,317,"$7,000,000","$29,385,320"
Custody,2018,93,Drama,Thriller,Xavier Legrand,75,742,-,"$81,455"
Kung Fury,2015,32,Action,Comedy,David Sandberg,75,2004,"$630,019",-
The Secret Life of Bees,2008,114,Family,Adventure,Gina Prince-Bythewood,75,596,"$11,000,000","$39,952,437"
District 9,2009,112,Science Fiction,,Neill Blomkamp,75,10632,"$30,000,000","$210,888,950"
Waking Life,2001,101,Animation,Drama,Richard Linklater,75,980,"$2,000,000","$3,176,880"
The Devil's Advocate,1997,144,Horror,Drama,Taylor Hackford,75,7026,"$57,000,000","$153,000,000"
Ed Wood,1994,127,Comedy,Drama,Tim Burton,75,2583,"$18,000,000","$5,900,000"
L'Atalante,1934,88,Comedy,Drama,Jean Vigo,75,477,-,-
The Incredible Shrinking Man,1957,81,Science Fiction,Adventure,Jack Arnold,75,585,"$750,000",-
Brother,1997,96,Crime,Drama,Aleksei Balabanov,75,492,"$10,000","$1,360,000"
Days of Heaven,1978,94,Drama,Romance,Terrence Malick,75,1205,"$3,000,000","$3,700,000"
My Fair Lady,1964,173,Comedy,Romance,George Cukor,75,1466,"$17,000,000","$72,661,442"
Breathless,1960,90,Drama,Crime,Jean-Luc Godard,75,2084,"$80,000",-
Willy Wonka & the Chocolate Factory,1971,100,Family,Fantasy,Mel Stuart,75,4069,"$3,000,000","$2,361,799"
Breaking the Waves,1996,159,Drama,Romance,Lars von Trier,75,1143,"$7,500,000","$23,000,000"
Only the Brave,2017,133,Drama,History,Joseph Kosinski,75,1943,"$38,000,000","$25,754,775"
The Favourite,2018,120,History,Comedy,Yorgos Lanthimos,75,6035,"$15,000,000","$95,918,706"
This Is England,2007,102,Drama,Crime,Shane Meadows,75,1458,"$2,380,000","$8,176,544"
Spread Your Wings,2019,113,Adventure,Family,Nicolas Vanier,75,334,-,"$12,703,596"
RBG,2018,98,Documentary,,Julie Cohen,75,314,-,"$2,002,767"
The Skin I Live In,2011,120,Drama,Horror,Pedro Almodóvar,75,4736,"$13,000,000","$33,750,478"
C.R.A.Z.Y.,2005,126,Comedy,Drama,Jean-Marc Vallée,75,525,-,"$3,692,417"
The Mandalorian and Grogu,2026,132,Action,Adventure,Jon Favreau,75,1593,"$165,000,000","$345,166,617"
The Insult,2017,112,Drama,Crime,Ziad Doueiri,75,489,"$3,000,000","$1,001,305"
The Last: Naruto the Movie,2014,114,Action,Romance,Tsuneo Kobayashi,75,2421,"$750,000","$19,840,000"
Adam's Apples,2005,95,Drama,Comedy,Anders Thomas Jensen,75,818,"$3,700,000",-
Birdman of Alcatraz,1962,147,Drama,Crime,John Frankenheimer,75,353,"$2,650,000","$3,100,000"
Lucky Number Slevin,2006,110,Drama,Thriller,Paul McGuigan,75,4615,"$27,000,000","$56,300,000"
The Beasts,2022,138,Thriller,Drama,Rodrigo Sorogoyen,75,976,"$3,900,000","$10,238,603"
Gilda,1946,110,Romance,Drama,Charles Vidor,75,675,"$2,000,000","$6,000,000"
Sorcerer,1977,122,Thriller,Adventure,William Friedkin,75,691,"$22,000,000","$9,000,000"
The White Ribbon,2009,144,Drama,Mystery,Michael Haneke,75,1177,"$21,555,450","$11,652,157"
The Two Popes,2019,125,Drama,History,Fernando Meirelles,75,3219,-,"$232,638"
The Best of Me,2014,117,Drama,Romance,Michael Hoffman,75,2746,"$26,000,000","$35,926,213"
The Seventh Continent,1989,107,Drama,,Michael Haneke,75,372,-,-
Encounters at the End of the World,2007,99,Documentary,,Werner Herzog,75,304,-,-
The Adventures of Robin Hood,1938,102,Adventure,Romance,William Keighley,75,874,"$2,033,000","$3,981,000"
The Book of Henry,2017,105,Drama,Thriller,Colin Trevorrow,75,1377,"$10,000,000","$4,596,705"
Memories,1995,113,Fantasy,Animation,Katsuhiro Otomo,75,601,-,-
Star Wars: Episode III - Revenge of the Sith,2005,140,Adventure,Action,George Lucas,75,15280,"$113,000,000","$850,000,000"
The Killing Fields,1984,142,Drama,History,Roland Joffé,75,861,"$14,400,000","$34,700,291"
Mars Express,2023,89,Animation,Science Fiction,Jérémie Périn,75,582,"$7,900,000","$1,455,713"
Oceans,2010,104,Documentary,Family,Jacques Perrin,75,346,"$80,000,000","$83,090,556"
Phantom of the Paradise,1974,92,Comedy,Drama,Brian De Palma,75,774,"$1,300,000","$250,000"
Key Largo,1948,100,Crime,Thriller,John Huston,75,600,-,-
My Darling Clementine,1946,97,Western,,John Ford,75,499,"$2,000,000","$2,750,000"
War Machine,2026,110,Action,Science Fiction,Patrick Hughes,75,2446,"$73,000,000",-
Sentimental Value,2025,133,Drama,Comedy,Joachim Trier,75,1081,"$7,800,000","$23,883,986"
Disclosure Day,2026,146,Science Fiction,Thriller,Steven Spielberg,75,3285,"$115,000,000","$241,186,430"
"Live Twice, Love Once",2019,101,Comedy,Drama,María Ripoll,75,368,"$1,450,000","$368,430"
That's Life,1998,108,Comedy,,Giovanni Storti,75,1400,-,-
Kuch Kuch Hota Hai,1998,185,Romance,Drama,Karan Johar,75,447,"$2,420,000","$25,690,000"
The Wolf and the Lion,2021,99,Family,Adventure,Gilles de Maistre,75,509,"$11,900,000","$15,300,000"
The Call,2020,112,Thriller,Mystery,Lee Chung-hyun,75,1024,-,-
Still Alice,2014,101,Drama,,Wash Westmoreland,75,3342,"$5,000,000","$44,779,195"
Once Upon a Time in Anatolia,2011,163,Drama,Crime,Nuri Bilge Ceylan,75,561,-,"$138,730"
The Age of Adaline,2015,112,Romance,Fantasy,Lee Toland Krieger,75,7190,"$25,000,000","$65,663,276"
The Verdict,1982,129,Drama,,Sidney Lumet,75,764,"$16,000,000","$53,977,250"
Three Wishes for Cinderella,1973,82,Fantasy,Family,Václav Vorlíček,75,390,"$580,000",-
Kal Ho Naa Ho,2003,187,Comedy,Drama,Nikkhil Advani,75,456,-,"$13,214,520"
Frankenstein,1931,70,Drama,Horror,James Whale,75,1848,"$291,000","$12,000,000"
Home Alone,1990,103,Comedy,Family,Chris Columbus,75,12827,"$18,000,000","$476,684,675"
The Quiet Girl,2022,95,Drama,,Colm Bairéad,75,595,$1,$6
"Cyrano, My Love",2018,113,Comedy,History,Alexis Michalik,75,533,"$9,208,475",-
"I, Tonya",2017,120,Drama,Comedy,Craig Gillespie,75,6297,"$11,000,000","$53,900,000"
Ocean's Eleven,2001,116,Thriller,Crime,Steven Soderbergh,75,12876,"$85,000,000","$450,717,150"
Mirage,2018,129,Thriller,Drama,Oriol Paulo,75,2051,-,"$17,325,485"
The Devils,1971,112,Drama,History,Ken Russell,75,455,"$2,000,000","$11,000,000"
Fist of Legend,1994,103,Action,,Gordon Chan,75,635,"$1,900,000","$1,907,743"
Man on Fire,2004,146,Action,Drama,Tony Scott,75,5883,"$70,000,000","$130,300,000"
"To Wong Foo, Thanks for Everything! Julie Newmar",1995,108,Comedy,Drama,Beeban Kidron,75,844,-,"$47,774,193"
Sympathy for Mr. Vengeance,2002,129,Action,Drama,Park Chan-wook,75,1774,"$4,000,000","$1,954,937"
Sin City,2005,124,Crime,Thriller,Robert Rodriguez,75,9052,"$40,000,000","$158,733,820"
The Banshees of Inisherin,2022,114,Drama,Comedy,Martin McDonagh,75,3533,"$20,000,000","$49,300,000"
The Lighthouse,2019,109,Drama,Fantasy,Robert Eggers,75,5761,"$11,000,000","$18,262,464"
Boruto: Naruto the Movie,2015,95,Adventure,Action,Hiroyuki Yamashita,75,1671,-,"$38,362,448"
Sweet Bean,2015,113,Drama,,Naomi Kawase,75,622,-,"$124,518"
Toy Story 4,2019,100,Family,Comedy,Josh Cooley,75,10966,"$175,000,000","$1,073,841,394"
John Wick,2014,101,Action,Thriller,Chad Stahelski,75,21313,"$20,000,000","$86,085,191"
Suspiria,1977,99,Horror,,Dario Argento,75,3254,-,"$2,900,000"
The Insider,1999,158,Drama,Thriller,Michael Mann,75,2147,"$90,000,000","$60,300,000"
The Phantom of Liberty,1974,104,Comedy,,Luis Buñuel,75,338,-,"$6,749"
Apollo 13,1995,140,Drama,History,Ron Howard,75,6103,"$52,000,000","$355,237,933"
Barton Fink,1991,117,Comedy,Drama,Joel Coen,75,1943,"$9,000,000","$6,153,939"
Splendor in the Grass,1961,124,Drama,Romance,Elia Kazan,75,315,-,-
The Reader,2008,124,Drama,Romance,Stephen Daldry,75,3470,"$32,000,000","$108,902,486"
Hidden Kisses,2016,87,Drama,Romance,Didier Bivel,75,336,-,-
Volver,2006,121,Comedy,Drama,Pedro Almodóvar,75,1965,"$9,400,000","$85,605,851"
Tad the Lost Explorer and the Emerald Tablet,2022,89,Animation,Adventure,Enrique Gato,75,349,"$11,983,950","$32,800,000"
The Social Dilemma,2020,94,Documentary,Drama,Jeff Orlowski,75,1845,-,-
I Want You,2012,123,Drama,Romance,Fernando González Molina,75,1985,-,"$24,016,152"
Lifted,2006,5,Family,Animation,Gary Rydstrom,75,846,-,-
The Legend of Drunken Master,1994,102,Action,Comedy,Lau Kar-leung,75,1128,"$10,000,000","$34,300,528"
The Magdalene Sisters,2002,119,Drama,History,Peter Mullan,75,486,"$5,000,000","$21,107,578"
The Valet,2022,123,Comedy,Romance,Richard Wong,75,682,-,-
Ip Man 2,2010,108,Action,History,Wilson Yip,75,2554,"$12,900,000","$36,000,000"
Marty,1955,90,Drama,Romance,Delbert Mann,75,471,"$343,000","$3,000,000"
The First Day of the Rest of Your Life,2008,114,Drama,,Rémi Bezançon,75,524,"$5,900,000","$13,200,000"
mid90s,2018,86,Drama,Comedy,Jonah Hill,75,1860,"$1,700,000","$9,303,022"
Still Life,2013,92,Drama,,Uberto Pasolini,75,414,-,-
Invasion of the Body Snatchers,1956,80,Science Fiction,Horror,Don Siegel,75,1233,"$416,911","$3,000,000"
Peeping Tom,1960,101,Horror,Thriller,Michael Powell,75,928,"$150,000","$83,957"
When the Wind Blows,1986,84,Animation,War,Jimmy T. Murakami,75,351,-,"$5,274"
EverAfter,1998,121,Drama,Romance,Andy Tennant,75,1621,"$26,000,000","$98,005,666"
Badlands,1974,94,Drama,Romance,Terrence Malick,75,1385,"$300,000",-
Open Your Eyes,1997,117,Drama,Thriller,Alejandro Amenábar,75,1238,"$2,900,000","$370,720"
Fear City: A Family-Style Comedy,1994,100,Comedy,,Alain Berbérian,75,1378,-,-
Zorba the Greek,1964,142,Drama,,Mihalis Kakogiannis,75,396,"$783,000","$9,000,000"
The Taking of Pelham One Two Three,1974,105,Crime,Thriller,Joseph Sargent,75,653,-,-
"Watch Out, We're Mad",1974,102,Action,Comedy,Marcello Fondato,75,905,-,"$36,782,781"
Hannah and Her Sisters,1986,107,Comedy,Drama,Woody Allen,75,1201,"$6,400,000","$40,084,041"
Ray,2004,152,Drama,Music,Taylor Hackford,75,2294,"$40,000,000","$124,700,000"
The Day the Earth Stood Still,1951,92,Science Fiction,Thriller,Robert Wise,75,1288,"$995,000","$1,850,000"
To Have and Have Not,1945,100,Adventure,Romance,Howard Hawks,75,587,-,"$3,650,000"
The Royal Tenenbaums,2001,110,Comedy,Drama,Wes Anderson,75,5185,"$21,000,000","$71,441,250"
The Discreet Charm of the Bourgeoisie,1972,101,Comedy,,Luis Buñuel,75,937,"$800,000","$103,230"
Jim & Andy: The Great Beyond,2017,93,Documentary,Drama,Chris Smith,75,748,-,-
Mr & Mme Adelman,2017,120,Romance,Drama,Nicolas Bedos,75,470,"$5,983,685",-
Captain America: Civil War,2016,147,Adventure,Action,Joe Russo,75,24553,"$250,000,000","$1,155,046,416"
Summer Wars,2009,114,Animation,Science Fiction,Mamoru Hosoda,75,1066,-,"$18,434,328"
A Christmas Carol,1984,101,Drama,Fantasy,Clive Donner,75,438,-,-
Cape Fear,1962,106,Thriller,Drama,J. Lee Thompson,75,655,"$35,000,000","$103,000,000"
The Outlaw Josey Wales,1976,135,Western,,Clint Eastwood,75,1341,"$3,700,000","$31,800,000"
Dirty Harry,1971,102,Action,Crime,Don Siegel,75,2836,"$4,000,000","$35,976,000"
Wallace & Gromit: Vengeance Most Fowl,2024,79,Animation,Adventure,Nick Park,75,722,-,"$191,452"
Incredibles 2,2018,118,Action,Adventure,Brad Bird,75,13928,"$200,000,000","$1,243,225,667"
Fabrizio De André: Principe libero,2018,188,Music,History,Luca Facchini,75,357,-,-
I Am a Hero,2016,126,Action,Horror,Shinsuke Sato,75,525,-,-
Scooby-Doo! Pirates Ahoy!,2006,71,Fantasy,Animation,Chuck Sheetz,75,311,-,-
Abominable,2019,97,Family,Animation,Jill Culton,75,2224,"$75,000,000","$190,304,772"
Mission: Impossible - Fallout,2018,147,Action,Adventure,Christopher McQuarrie,75,9366,"$178,000,000","$824,171,374"
Miracles from Heaven,2016,119,Family,Drama,Patricia Riggen,75,1295,"$16,000,000","$74,000,000"
The Muppet Christmas Carol,1992,86,Music,Comedy,Brian Henson,75,1209,"$12,000,000","$34,524,312"
Dunkirk,2017,107,War,Action,Christopher Nolan,75,17958,"$150,000,000","$549,136,737"
Love and Death,1975,85,Comedy,History,Woody Allen,75,990,"$3,000,000","$20,173,742"
Then Came You,2018,97,Comedy,Drama,Peter Hutchings,74,567,-,-
Contact,1997,150,Drama,Science Fiction,Robert Zemeckis,75,5180,"$90,000,000","$171,120,329"
Star Trek II: The Wrath of Khan,1982,113,Action,Adventure,Nicholas Meyer,74,2211,"$12,000,000","$96,594,943"
Z-O-M-B-I-E-S 2,2020,84,Fantasy,Romance,Paul Hoen,74,519,-,-
Human Capital,2013,111,Drama,,Paolo Virzì,74,959,"$6,000,000","$5,809,330"
Lemonade Mouth,2011,113,Drama,Comedy,Patricia Riggen,74,1114,-,-
"To Sir, with Love",1967,105,Drama,,James Clavell,74,360,"$625,000","$42,432,803"
Black Book,2006,145,Drama,Thriller,Paul Verhoeven,74,1276,"$21,000,000","$26,768,563"
Bram Stoker's Dracula,1992,128,Romance,Horror,Francis Ford Coppola,74,5916,"$40,000,000","$215,862,692"
That Obscure Object of Desire,1977,103,Comedy,Drama,Luis Buñuel,74,461,-,"$2,864"
The Big Blue,1988,168,Romance,Adventure,Luc Besson,74,1615,"$13,500,000","$4,000,000"
The Suicide Squad,2021,132,Action,Comedy,James Gunn,74,9881,"$185,000,000","$168,717,425"
Nebraska,2013,115,Drama,Adventure,Alexander Payne,74,1971,"$12,000,000","$27,700,000"
Running on Empty,1988,116,Drama,Romance,Sidney Lumet,74,368,-,"$2,835,116"
Patton,1970,172,War,Drama,Franklin J. Schaffner,74,1253,"$12,000,000","$89,800,000"
Happiness,1965,80,Drama,Romance,Agnès Varda,74,313,-,-
The Fly,1986,96,Horror,Science Fiction,David Cronenberg,74,5134,"$15,000,000","$60,629,159"
"Batman: The Long Halloween, Part One",2021,85,Animation,Mystery,Chris Palmer,74,723,-,-
Emergency Declaration,2022,140,Action,Drama,Han Jae-rim,74,448,"$18,052,672","$19,200,000"
The Witch: Part 2. The Other One,2022,137,Action,Mystery,Park Hoon-jung,74,477,-,"$23,068,596"
Hedwig and the Angry Inch,2001,95,Comedy,Music,John Cameron Mitchell,74,444,"$6,000,000","$3,660,081"
"Play It Again, Sam",1972,85,Comedy,Romance,Herbert Ross,74,661,-,-
Teen Wolf: The Movie,2023,140,Action,Fantasy,Russell Mulcahy,74,990,"$15,000,000",-
Furiosa: A Mad Max Saga,2024,149,Action,Science Fiction,George Miller,74,5178,"$168,000,000","$174,287,546"
Patients,2017,110,Drama,Comedy,Grand Corps Malade,74,629,-,-
Baby Driver,2017,113,Action,Crime,Edgar Wright,74,17175,"$34,000,000","$226,945,087"
A Bittersweet Life,2005,119,Action,Drama,Kim Jee-woon,74,1032,-,"$7,600,000"
Miller's Crossing,1990,115,Drama,Thriller,Joel Coen,74,1906,"$14,000,000","$5,080,409"
Money Heist: The Phenomenon,2020,57,Documentary,,Pablo Lejarreta,74,1087,-,-
The Death of Superman,2019,81,Science Fiction,Animation,Sam Liu,74,642,-,-
Cell 211,2009,108,Action,Thriller,Daniel Monzón,74,1390,"$5,700,000","$19,300,483"
Ordinary People,1980,124,Drama,,Robert Redford,74,720,"$6,000,000","$54,766,923"
The Bourne Ultimatum,2007,115,Action,Drama,Paul Greengrass,74,8590,"$70,000,000","$442,824,138"
Elvis,2022,159,Music,History,Baz Luhrmann,74,4008,"$85,000,000","$288,670,284"
Wind River,2017,107,Crime,Mystery,Taylor Sheridan,74,5947,"$11,000,000","$44,998,252"
The Rocky Horror Picture Show,1975,100,Comedy,Science Fiction,Jim Sharman,74,3230,"$1,400,000","$171,181,400"
I Killed My Mother,2009,100,Drama,,Xavier Dolan,74,1180,-,-
Barbie and the Diamond Castle,2008,78,Animation,Family,Gino Nichele,74,894,-,-
"Aguirre, the Wrath of God",1972,95,History,Adventure,Werner Herzog,74,1295,"$370,000","$37,041"
Stand by Me Doraemon,2014,94,Animation,Adventure,Takashi Yamazaki,74,616,"$35,000,000","$83,100,000"
The Hurricane,1999,146,Drama,,Norman Jewison,74,1569,"$50,000,000","$73,956,241"
Pretty Woman,1990,120,Romance,Comedy,Garry Marshall,74,9162,"$14,000,000","$463,406,268"
Mixed by Erry,2023,113,Comedy,History,Sydney Sibilia,74,498,"$8,538,750","$1,120,191"
The Croods: A New Age,2020,95,Animation,Family,Joel Crawford,74,4235,"$65,000,000","$215,905,815"
Balkan Line,2019,130,Drama,Action,Andrey Volgin,74,579,"$3,500,000","$4,944,386"
Aquarius,2016,147,Drama,,Kleber Mendonça Filho,74,521,"$762,241","$285,930"
Scrooge,1951,86,Fantasy,Drama,Brian Desmond Hurst,74,382,-,-
Midnight Express,1978,121,Drama,Crime,Alan Parker,74,1943,"$2,300,000","$35,000,000"
The Thin Red Line,1998,171,Drama,History,Terrence Malick,74,3420,"$52,000,000","$98,126,565"
Three Colors: White,1994,92,Comedy,Drama,Krzysztof Kieślowski,74,1366,-,"$1,273,525"
Imitation of Life,1959,125,Drama,Romance,Douglas Sirk,74,328,-,-
John Wick: Chapter 3 - Parabellum,2019,131,Action,Thriller,Chad Stahelski,74,12056,"$55,000,000","$328,349,908"
One Piece Film: Strong World,2010,114,Animation,Fantasy,Munehisa Sakai,74,410,-,"$53,000,000"
Little Big Man,1970,139,Western,Comedy,Arthur Penn,74,740,"$15,000,000","$31,559,552"
The Dirt,2019,108,Drama,Music,Jeff Tremaine,74,1358,-,-
Hour of the Wolf,1968,88,Drama,Horror,Ingmar Bergman,74,571,-,-
American Me,1992,125,Crime,Drama,Edward James Olmos,74,418,"$16,000,000","$13,100,000"
Last Year at Marienbad,1961,95,Drama,Romance,Alain Resnais,74,553,-,-
"Crouching Tiger, Hidden Dragon",2000,120,Adventure,Drama,Ang Lee,74,3694,"$17,000,000","$213,978,518"
Drive My Car,2021,179,Drama,,Ryusuke Hamaguchi,74,1559,"$1,300,000","$15,356,046"
